Data,Godzina,Generacja źródeł wiatrowych,Generacja źródeł fotowoltaicznych
2022-06-24,14,2826.438,5991.713
2022-06-24,15,2935.550,5577.513
2022-06-24,16,2907.000,5226.700
2022-06-24,17,2925.663,4268.763
2022-06-24,18,2950.563,3178.150
2022-06-24,19,2851.538,1695.050
2022-06-24,20,2649.788,720.475
2022-06-24,21,2739.800,326.063
2022-06-24,22,3441.738,36.613
2022-06-24,23,4104.900,0.000
2022-06-24,24,4447.500,0.000
2022-06-25,1,4355.063,0.000
2022-06-25,2,4070.313,0.000
2022-06-25,3,3783.613,0.000
2022-06-25,4,3423.475,0.000
2022-06-25,5,3206.925,52.188
2022-06-25,6,2976.800,253.775
2022-06-25,7,2212.375,841.813
2022-06-25,8,1179.900,2025.638
2022-06-25,9,683.163,3477.663
2022-06-25,10,763.713,4617.438
2022-06-25,11,1250.413,5213.825
2022-06-25,12,1590.100,5667.013
2022-06-25,13,1428.250,5830.925
2022-06-25,14,1187.588,6014.363
2022-06-25,15,1045.638,5368.488
2022-06-25,16,985.763,4749.438
2022-06-25,17,868.075,4049.850
2022-06-25,18,896.825,2866.900
2022-06-25,19,922.213,1702.200
2022-06-25,20,931.863,714.363
2022-06-25,21,1172.013,309.038
2022-06-25,22,1680.375,35.813
2022-06-25,23,2160.075,0.000
2022-06-25,24,2495.225,0.000
2022-06-26,1,2624.763,0.000
2022-06-26,2,2642.250,0.000
2022-06-26,3,2538.088,0.000
2022-06-26,4,2337.575,0.000
2022-06-26,5,2108.963,53.088
2022-06-26,6,1832.738,260.750
2022-06-26,7,1338.350,845.288
2022-06-26,8,570.200,2133.325
2022-06-26,9,147.213,3535.013
2022-06-26,10,180.650,4719.588
2022-06-26,11,575.700,5540.063
2022-06-26,12,996.400,5957.413
2022-06-26,13,1084.438,5980.513
2022-06-26,14,971.775,5613.825
2022-06-26,15,836.975,5117.100
2022-06-26,16,740.125,4826.363
2022-06-26,17,761.313,4035.225
2022-06-26,18,781.188,3024.013
2022-06-26,19,862.288,1747.325
2022-06-26,20,975.825,683.588
2022-06-26,21,1279.613,283.000
2022-06-26,22,1901.200,31.850
2022-06-26,23,2470.750,0.000
2022-06-26,24,2956.475,0.000
2022-06-27,1,3251.588,0.000
2022-06-27,2,3284.788,0.000
2022-06-27,3,3178.388,0.000
2022-06-27,4,2959.413,0.000
2022-06-27,5,2837.488,48.350
2022-06-27,6,2589.925,246.988
2022-06-27,7,2020.925,817.563
2022-06-27,8,929.963,2088.913
2022-06-27,9,443.225,3485.425
2022-06-27,10,769.963,4640.688
2022-06-27,11,1512.150,5499.225
2022-06-27,12,2043.838,5932.063
2022-06-27,13,2167.038,6084.375
2022-06-27,14,2016.750,5832.175
2022-06-27,15,1887.813,5689.550
2022-06-27,16,1870.625,4957.138
2022-06-27,17,1721.100,4027.375
2022-06-27,18,1641.125,2834.613
2022-06-27,19,1557.875,1587.375
2022-06-27,20,1530.063,598.850
2022-06-27,21,1918.350,234.375
2022-06-27,22,2777.000,20.863
2022-06-27,23,3352.150,0.000
2022-06-27,24,3683.650,0.000
2022-06-28,1,3651.975,0.000
2022-06-28,2,3578.125,0.000
2022-06-28,3,3206.063,0.000
2022-06-28,4,2967.938,0.000
2022-06-28,5,2658.625,34.963
2022-06-28,6,2580.375,217.113
2022-06-28,7,2415.238,774.738
2022-06-28,8,2100.325,1619.938
2022-06-28,9,1676.738,2633.800
2022-06-28,10,1493.575,3267.775
2022-06-28,11,1320.888,3611.838
2022-06-28,12,1233.575,3651.088
2022-06-28,13,1313.438,3419.825
2022-06-28,14,1412.475,3160.300
2022-06-28,15,1340.725,3049.963
2022-06-28,16,1421.513,2730.488
2022-06-28,17,1540.250,2419.863
2022-06-28,18,1379.438,1725.400
2022-06-28,19,939.013,978.863
2022-06-28,20,676.275,540.013
2022-06-28,21,601.213,167.088
2022-06-28,22,808.463,13.950
2022-06-28,23,947.538,0.000
2022-06-28,24,773.600,0.000
2022-06-29,1,764.225,0.000
2022-06-29,2,740.150,0.000
2022-06-29,3,736.988,0.000
2022-06-29,4,752.450,0.000
2022-06-29,5,650.538,28.850
2022-06-29,6,583.438,185.313
2022-06-29,7,346.350,646.038
2022-06-29,8,159.250,1469.538
2022-06-29,9,164.063,2245.888
2022-06-29,10,134.213,2909.150
2022-06-29,11,127.763,3734.788
2022-06-29,12,122.150,4189.163
2022-06-29,13,134.363,4518.938
2022-06-29,14,183.288,4877.125
2022-06-29,15,202.650,4700.813
2022-06-29,16,257.713,3891.188
2022-06-29,17,270.350,3471.213
2022-06-29,18,265.475,2708.025
2022-06-29,19,340.525,1335.675
2022-06-29,20,451.100,558.013
2022-06-29,21,492.063,204.813
2022-06-29,22,689.488,20.500
2022-06-29,23,967.188,0.000
2022-06-29,24,1183.350,0.000
2022-06-30,1,1474.738,0.000
2022-06-30,2,1464.225,0.000
2022-06-30,3,1331.825,0.000
2022-06-30,4,1160.038,0.000
2022-06-30,5,1093.850,31.675
2022-06-30,6,999.875,179.413
2022-06-30,7,1124.000,625.800
2022-06-30,8,1091.513,1519.763
2022-06-30,9,971.113,2601.000
2022-06-30,10,726.513,3540.413
2022-06-30,11,585.863,4516.675
2022-06-30,12,556.588,5052.938
2022-06-30,13,517.825,5183.188
2022-06-30,14,466.300,4939.113
2022-06-30,15,515.613,4237.550
2022-06-30,16,529.813,3504.900
2022-06-30,17,545.963,3002.288
2022-06-30,18,658.700,1964.113
2022-06-30,19,690.513,1164.150
2022-06-30,20,1019.938,620.375
2022-06-30,21,1048.963,220.050
2022-06-30,22,1046.650,15.125
2022-06-30,23,892.825,0.000
2022-06-30,24,952.738,0.000
2022-07-01,1,1210.388,0.000
2022-07-01,2,1307.800,0.000
2022-07-01,3,1375.100,0.000
2022-07-01,4,1621.688,0.000
2022-07-01,5,1554.800,14.838
2022-07-01,6,1544.238,181.275
2022-07-01,7,1514.750,736.863
2022-07-01,8,910.300,1859.138
2022-07-01,9,447.938,3134.300
2022-07-01,10,364.475,4095.163
2022-07-01,11,494.263,4873.138
2022-07-01,12,790.938,5385.738
2022-07-01,13,1100.725,5543.738
2022-07-01,14,1461.513,5215.200
2022-07-01,15,2007.288,4740.188
2022-07-01,16,2616.063,3785.200
2022-07-01,17,3339.613,3015.700
2022-07-01,18,3742.175,1682.750
2022-07-01,19,3437.550,823.838
2022-07-01,20,3260.013,405.825
2022-07-01,21,2992.413,139.450
2022-07-01,22,2582.138,12.338
2022-07-01,23,2723.300,0.000
2022-07-01,24,2610.750,0.000
2022-07-02,1,2502.675,0.000
2022-07-02,2,2673.563,0.000
2022-07-02,3,2544.575,0.000
2022-07-02,4,2507.563,0.000
2022-07-02,5,2392.138,21.913
2022-07-02,6,2337.400,139.075
2022-07-02,7,2353.763,419.713
2022-07-02,8,2004.963,900.600
2022-07-02,9,1725.900,1518.800
2022-07-02,10,1794.950,2000.200
2022-07-02,11,1784.575,2562.913
2022-07-02,12,1632.488,2814.113
2022-07-02,13,1467.050,2848.788
2022-07-02,14,1268.738,2843.538
2022-07-02,15,1046.700,2943.163
2022-07-02,16,799.838,2796.538
2022-07-02,17,635.238,2515.525
2022-07-02,18,509.725,2070.713
2022-07-02,19,381.775,1245.300
2022-07-02,20,288.188,462.950
2022-07-02,21,283.888,152.175
2022-07-02,22,477.850,14.713
2022-07-02,23,709.275,0.000
2022-07-02,24,923.963,0.000
2022-07-03,1,1031.188,0.000
2022-07-03,2,1067.875,0.000
2022-07-03,3,1053.475,0.000
2022-07-03,4,1031.563,0.000
2022-07-03,5,1093.150,18.638
2022-07-03,6,998.988,160.075
2022-07-03,7,839.213,661.075
2022-07-03,8,425.263,1820.588
2022-07-03,9,222.375,3131.925
2022-07-03,10,351.625,4108.225
2022-07-03,11,491.213,4622.125
2022-07-03,12,477.300,4970.600
2022-07-03,13,427.225,5146.825
2022-07-03,14,362.175,5226.050
2022-07-03,15,270.513,5246.463
2022-07-03,16,253.088,4716.288
2022-07-03,17,246.688,4017.938
2022-07-03,18,244.138,2999.675
2022-07-03,19,226.875,1705.063
2022-07-03,20,254.125,555.613
2022-07-03,21,430.650,248.825
2022-07-03,22,782.800,15.463
2022-07-03,23,1206.563,0.000
2022-07-03,24,1593.575,0.000
2022-07-04,1,1932.013,0.000
2022-07-04,2,2054.988,0.000
2022-07-04,3,1768.150,0.000
2022-07-04,4,1302.988,0.000
2022-07-04,5,1084.538,22.063
2022-07-04,6,1016.788,174.588
2022-07-04,7,777.513,729.050
2022-07-04,8,409.225,1893.525
2022-07-04,9,419.050,3096.300
2022-07-04,10,499.950,3940.813
2022-07-04,11,672.488,4545.213
2022-07-04,12,820.838,4800.925
2022-07-04,13,768.675,4983.225
2022-07-04,14,765.413,5325.375
2022-07-04,15,859.775,4873.900
2022-07-04,16,868.450,4265.725
2022-07-04,17,871.150,3496.850
2022-07-04,18,910.613,2521.350
2022-07-04,19,927.038,1310.713
2022-07-04,20,657.513,580.963
2022-07-04,21,549.913,242.175
2022-07-04,22,664.888,14.775
2022-07-04,23,826.175,0.000
2022-07-04,24,883.525,0.000
2022-07-05,1,1019.613,0.000
2022-07-05,2,997.900,0.000
2022-07-05,3,949.388,0.000
2022-07-05,4,935.800,0.000
2022-07-05,5,960.588,19.300
2022-07-05,6,812.688,190.138
2022-07-05,7,582.313,613.850
2022-07-05,8,261.138,1260.838
2022-07-05,9,192.788,2019.738
2022-07-05,10,242.988,2814.575
2022-07-05,11,354.363,3195.688
2022-07-05,12,489.275,3239.538
2022-07-05,13,738.963,3126.050
2022-07-05,14,897.113,2948.100
2022-07-05,15,1005.563,2910.588
2022-07-05,16,996.063,2508.438
2022-07-05,17,1023.163,1942.250
2022-07-05,18,933.888,1399.025
2022-07-05,19,811.063,835.313
2022-07-05,20,811.888,392.438
2022-07-05,21,817.000,134.250
2022-07-05,22,704.600,11.788
2022-07-05,23,739.525,0.000
2022-07-05,24,808.575,0.000
2022-07-06,1,906.513,0.000
2022-07-06,2,978.588,0.000
2022-07-06,3,912.538,0.000
2022-07-06,4,888.175,0.000
2022-07-06,5,1115.488,13.538
2022-07-06,6,1222.763,102.888
2022-07-06,7,1166.813,368.600
2022-07-06,8,996.938,965.138
2022-07-06,9,1041.275,1956.350
2022-07-06,10,1234.375,2791.200
2022-07-06,11,1413.663,3598.225
2022-07-06,12,1749.838,4068.550
2022-07-06,13,2052.050,4076.738
2022-07-06,14,2276.738,3940.313
2022-07-06,15,2398.188,3682.300
2022-07-06,16,2576.325,3523.888
2022-07-06,17,2750.150,3066.225
2022-07-06,18,2517.563,2363.050
2022-07-06,19,2198.188,1278.538
2022-07-06,20,1846.238,468.563
2022-07-06,21,1419.888,148.913
2022-07-06,22,1255.200,14.388
2022-07-06,23,1420.375,0.000
2022-07-06,24,1571.025,0.000
2022-07-07,1,1661.163,0.000
2022-07-07,2,1587.350,0.000
2022-07-07,3,1607.250,0.000
2022-07-07,4,1629.863,0.000
2022-07-07,5,1707.575,17.888
2022-07-07,6,1603.475,179.075
2022-07-07,7,1422.388,694.338
2022-07-07,8,1217.463,1650.413
2022-07-07,9,1399.575,2790.725
2022-07-07,10,1963.538,3874.725
2022-07-07,11,2133.913,4304.013
2022-07-07,12,2054.250,4368.063
2022-07-07,13,1994.488,3958.025
2022-07-07,14,1780.088,3637.000
2022-07-07,15,1545.513,3262.275
2022-07-07,16,1456.413,3311.600
2022-07-07,17,1328.875,2618.450
2022-07-07,18,1244.713,1681.050
2022-07-07,19,1026.700,1117.100
2022-07-07,20,793.050,591.725
2022-07-07,21,681.075,164.200
2022-07-07,22,636.288,16.063
2022-07-07,23,804.038,0.000
2022-07-07,24,915.838,0.000
2022-07-08,1,955.425,0.000
2022-07-08,2,1048.263,0.000
2022-07-08,3,1122.538,0.000
2022-07-08,4,1184.150,0.000
2022-07-08,5,1278.338,15.338
2022-07-08,6,1217.188,143.588
2022-07-08,7,1166.625,457.363
2022-07-08,8,1223.063,1146.463
2022-07-08,9,1469.838,1845.400
2022-07-08,10,1740.488,2488.513
2022-07-08,11,2203.650,3283.813
2022-07-08,12,2752.000,3362.913
2022-07-08,13,3067.075,3894.950
2022-07-08,14,3466.963,3512.975
2022-07-08,15,3571.225,3521.963
2022-07-08,16,3730.125,3218.838
2022-07-08,17,3765.413,2505.263
2022-07-08,18,3236.688,1878.888
2022-07-08,19,2737.938,1097.113
2022-07-08,20,2114.763,564.888
2022-07-08,21,1658.163,158.200
2022-07-08,22,1568.088,12.188
2022-07-08,23,1684.800,0.000
2022-07-08,24,1849.763,0.000
2022-07-09,1,2100.363,0.000
2022-07-09,2,2308.913,0.000
2022-07-09,3,2158.250,0.000
2022-07-09,4,2093.088,0.000
2022-07-09,5,2014.588,20.125
2022-07-09,6,2070.450,190.950
2022-07-09,7,1850.725,723.588
2022-07-09,8,1622.488,1561.513
2022-07-09,9,1658.400,2558.975
2022-07-09,10,1966.950,3348.313
2022-07-09,11,2286.913,3820.313
2022-07-09,12,2607.513,4173.300
2022-07-09,13,3056.488,4318.563
2022-07-09,14,3376.650,4589.513
2022-07-09,15,3562.113,4367.325
2022-07-09,16,3611.913,3953.213
2022-07-09,17,3509.038,3443.075
2022-07-09,18,3190.175,2480.988
2022-07-09,19,3111.063,1406.813
2022-07-09,20,2594.075,503.950
2022-07-09,21,2200.675,196.175
2022-07-09,22,2218.513,11.363
2022-07-09,23,2432.513,0.000
2022-07-09,24,2490.925,0.000
2022-07-10,1,2533.650,0.000
2022-07-10,2,2675.550,0.000
2022-07-10,3,2790.788,0.000
2022-07-10,4,2815.075,0.000
2022-07-10,5,2850.075,19.563
2022-07-10,6,2802.538,172.775
2022-07-10,7,2486.975,671.050
2022-07-10,8,2425.588,1491.250
2022-07-10,9,2556.013,2355.313
2022-07-10,10,3091.788,2878.263
2022-07-10,11,3325.675,3229.500
2022-07-10,12,3339.888,3537.950
2022-07-10,13,3328.025,3526.688
2022-07-10,14,3279.488,3845.488
2022-07-10,15,3510.363,3339.550
2022-07-10,16,3220.538,3126.825
2022-07-10,17,3206.700,2955.675
2022-07-10,18,2929.088,2224.688
2022-07-10,19,2484.288,1336.638
2022-07-10,20,1983.975,562.888
2022-07-10,21,1842.138,176.125
2022-07-10,22,1878.088,12.425
2022-07-10,23,2204.788,0.000
2022-07-10,24,2360.425,0.000
2022-07-11,1,2436.500,0.000
2022-07-11,2,2350.738,0.000
2022-07-11,3,2287.138,0.000
2022-07-11,4,2143.500,0.000
2022-07-11,5,2043.163,11.688
2022-07-11,6,1909.588,156.188
2022-07-11,7,1476.200,649.988
2022-07-11,8,1095.538,1593.338
2022-07-11,9,1085.125,2542.525
2022-07-11,10,1248.175,3321.600
2022-07-11,11,1531.438,3819.188
2022-07-11,12,1940.063,3940.075
2022-07-11,13,2064.525,4604.013
2022-07-11,14,2183.138,4102.063
2022-07-11,15,2338.188,3909.438
2022-07-11,16,2200.263,3518.738
2022-07-11,17,2219.525,2754.900
2022-07-11,18,2124.138,2439.975
2022-07-11,19,1685.388,1508.475
2022-07-11,20,1455.225,583.400
2022-07-11,21,1441.575,186.350
2022-07-11,22,1681.238,12.138
2022-07-11,23,2074.988,0.000
2022-07-11,24,2346.713,0.000
2022-07-12,1,2509.163,0.000
2022-07-12,2,2582.425,0.000
2022-07-12,3,2376.100,0.000
2022-07-12,4,2147.088,0.000
2022-07-12,5,2068.588,10.525
2022-07-12,6,2082.913,152.613
2022-07-12,7,2022.725,561.975
2022-07-12,8,1830.850,1478.575
2022-07-12,9,2029.563,2693.163
2022-07-12,10,2870.263,3842.125
2022-07-12,11,3670.925,4235.638
2022-07-12,12,4213.875,4118.438
2022-07-12,13,4600.788,3923.975
2022-07-12,14,4796.238,3794.388
2022-07-12,15,4874.513,3799.775
2022-07-12,16,5132.000,3376.075
2022-07-12,17,5256.388,3225.275
2022-07-12,18,5308.000,2106.138
2022-07-12,19,5146.238,1127.275
2022-07-12,20,4871.750,398.588
2022-07-12,21,4496.675,146.925
2022-07-12,22,4501.500,14.938
2022-07-12,23,4944.075,0.000
2022-07-12,24,5410.550,0.000
2022-07-13,1,5548.600,0.000
2022-07-13,2,5462.025,0.000
2022-07-13,3,5100.488,0.000
2022-07-13,4,4751.850,0.000
2022-07-13,5,4486.100,11.413
2022-07-13,6,4337.463,128.825
2022-07-13,7,3802.113,550.863
2022-07-13,8,3075.388,1523.000
2022-07-13,9,2731.700,2719.500
2022-07-13,10,2930.063,3779.975
2022-07-13,11,3068.388,4452.463
2022-07-13,12,3270.438,4934.188
2022-07-13,13,3362.463,5050.838
2022-07-13,14,3278.025,4855.000
2022-07-13,15,3361.425,4605.113
2022-07-13,16,3264.138,4049.350
2022-07-13,17,3165.425,3237.700
2022-07-13,18,2778.125,2317.663
2022-07-13,19,2519.400,1303.513
2022-07-13,20,2220.900,499.775
2022-07-13,21,2165.375,140.538
2022-07-13,22,2414.150,10.788
2022-07-13,23,2775.075,0.000
2022-07-13,24,3135.563,0.000
2022-07-14,1,3197.363,0.000
2022-07-14,2,3377.813,0.000
2022-07-14,3,3388.213,0.000
2022-07-14,4,3361.150,0.000
2022-07-14,5,3261.188,12.350
2022-07-14,6,2734.125,171.250
2022-07-14,7,2065.575,646.550
2022-07-14,8,2009.288,1750.163
2022-07-14,9,2313.625,3218.775
2022-07-14,10,2621.225,4497.700
2022-07-14,11,3069.600,5343.550
2022-07-14,12,3264.425,5836.225
2022-07-14,13,3304.850,5716.263
2022-07-14,14,3250.438,5823.450
2022-07-14,15,3154.800,5357.938
2022-07-14,16,2937.113,4353.300
2022-07-14,17,2484.275,3796.863
2022-07-14,18,2038.825,2334.025
2022-07-14,19,1730.988,1221.538
2022-07-14,20,1471.675,444.075
2022-07-14,21,1451.613,157.625
2022-07-14,22,1781.013,10.438
2022-07-14,23,2253.188,0.000
2022-07-14,24,2182.163,0.000
2022-07-15,1,1968.200,0.000
2022-07-15,2,2254.338,0.000
2022-07-15,3,2311.325,0.000
2022-07-15,4,2537.438,0.000
2022-07-15,5,2880.125,9.675
2022-07-15,6,3104.925,143.150
2022-07-15,7,2906.938,554.188
2022-07-15,8,2871.325,1588.450
2022-07-15,9,3239.175,3198.563
2022-07-15,10,3744.013,4085.750
2022-07-15,11,4418.738,4100.338
2022-07-15,12,4651.425,4328.975
2022-07-15,13,5022.375,4560.688
2022-07-15,14,5134.288,4511.350
2022-07-15,15,5072.963,4579.350
2022-07-15,16,4982.175,4241.600
2022-07-15,17,4750.963,3559.088
2022-07-15,18,4377.350,2581.325
2022-07-15,19,3797.100,1504.838
2022-07-15,20,2872.288,631.850
2022-07-15,21,2229.363,188.875
2022-07-15,22,2048.813,16.075
2022-07-15,23,1924.525,0.000
2022-07-15,24,1913.725,0.000
2022-07-16,1,1893.013,0.000
2022-07-16,2,1885.675,0.000
2022-07-16,3,1922.000,0.000
2022-07-16,4,1905.288,0.000
2022-07-16,5,1879.088,11.163
2022-07-16,6,1918.288,156.375
2022-07-16,7,1826.863,674.650
2022-07-16,8,1482.988,1697.138
2022-07-16,9,1508.263,2894.263
2022-07-16,10,2380.963,3703.500
2022-07-16,11,3091.950,3867.750
2022-07-16,12,3533.813,3831.163
2022-07-16,13,4023.388,3752.300
2022-07-16,14,4215.850,3494.513
2022-07-16,15,4425.575,3419.675
2022-07-16,16,4325.763,3086.338
2022-07-16,17,4447.925,2728.013
2022-07-16,18,4879.788,2170.675
2022-07-16,19,4390.913,1030.238
2022-07-16,20,3773.763,467.863
2022-07-16,21,3298.425,193.550
2022-07-16,22,3030.288,23.363
2022-07-16,23,3170.838,0.000
2022-07-16,24,3463.800,0.000
2022-07-17,1,3426.288,0.000
2022-07-17,2,3436.125,0.000
2022-07-17,3,3369.925,0.000
2022-07-17,4,3004.850,0.000
2022-07-17,5,2772.538,8.313
2022-07-17,6,2601.038,138.550
2022-07-17,7,2213.763,634.363
2022-07-17,8,1613.725,1885.463
2022-07-17,9,1621.213,3375.913
2022-07-17,10,1918.263,4440.313
2022-07-17,11,2202.800,4828.500
2022-07-17,12,2211.575,5185.913
2022-07-17,13,2307.750,5151.925
2022-07-17,14,2487.500,5431.975
2022-07-17,15,2488.988,5402.713
2022-07-17,16,2552.063,4923.138
2022-07-17,17,2409.063,3942.475
2022-07-17,18,2190.350,2807.400
2022-07-17,19,2049.575,1640.300
2022-07-17,20,1734.038,622.275
2022-07-17,21,1326.175,191.063
2022-07-17,22,1288.425,17.738
2022-07-17,23,1409.788,0.000
2022-07-17,24,1212.775,0.000
2022-07-18,1,1091.763,0.000
2022-07-18,2,1137.638,0.000
2022-07-18,3,1212.200,0.000
2022-07-18,4,1268.563,0.000
2022-07-18,5,1309.950,10.600
2022-07-18,6,1393.888,164.913
2022-07-18,7,1280.913,730.400
2022-07-18,8,811.213,1875.488
2022-07-18,9,489.088,3339.188
2022-07-18,10,692.100,4313.300
2022-07-18,11,1044.175,5135.463
2022-07-18,12,1278.513,5469.013
2022-07-18,13,1143.038,5585.863
2022-07-18,14,1035.688,5540.138
2022-07-18,15,1033.450,5250.925
2022-07-18,16,939.038,4520.850
2022-07-18,17,819.463,3487.763
2022-07-18,18,636.300,2422.825
2022-07-18,19,484.100,1353.975
2022-07-18,20,394.538,490.063
2022-07-18,21,320.088,156.563
2022-07-18,22,312.900,7.200
2022-07-18,23,405.825,0.000
2022-07-18,24,516.525,0.000
2022-07-19,1,735.963,0.000
2022-07-19,2,970.363,0.000
2022-07-19,3,1123.238,0.000
2022-07-19,4,1254.563,0.000
2022-07-19,5,1351.463,7.550
2022-07-19,6,1435.613,105.750
2022-07-19,7,1372.325,482.650
2022-07-19,8,998.300,1405.675
2022-07-19,9,480.550,2725.025
2022-07-19,10,334.450,3974.838
2022-07-19,11,420.800,5028.850
2022-07-19,12,595.638,5835.288
2022-07-19,13,687.588,6169.500
2022-07-19,14,594.538,6145.088
2022-07-19,15,562.825,5911.875
2022-07-19,16,509.038,5294.188
2022-07-19,17,459.313,4332.700
2022-07-19,18,435.938,3052.863
2022-07-19,19,378.088,1600.488
2022-07-19,20,371.100,554.400
2022-07-19,21,460.913,174.663
2022-07-19,22,574.013,7.438
2022-07-19,23,633.763,0.000
2022-07-19,24,687.263,0.000
2022-07-20,1,646.700,0.000
2022-07-20,2,693.875,0.000
2022-07-20,3,750.888,0.000
2022-07-20,4,752.850,0.000
2022-07-20,5,732.638,7.325
2022-07-20,6,691.338,135.225
2022-07-20,7,604.025,631.550
2022-07-20,8,394.650,1884.050
2022-07-20,9,110.363,3445.463
2022-07-20,10,43.863,4742.350
2022-07-20,11,60.113,5651.563
2022-07-20,12,93.663,6250.625
2022-07-20,13,134.938,6539.575
2022-07-20,14,176.363,6499.438
2022-07-20,15,206.475,6135.000
2022-07-20,16,251.225,5445.913
2022-07-20,17,280.425,4435.050
2022-07-20,18,343.425,3086.850
2022-07-20,19,426.775,1601.150
2022-07-20,20,661.838,546.213
2022-07-20,21,1365.975,174.113
2022-07-20,22,2367.863,8.375
2022-07-20,23,2922.375,0.000
2022-07-20,24,3156.250,0.000
2022-07-21,1,3247.988,0.000
2022-07-21,2,3069.138,0.000
2022-07-21,3,3080.913,0.000
2022-07-21,4,3273.713,0.000
2022-07-21,5,3331.050,8.413
2022-07-21,6,3299.500,148.388
2022-07-21,7,2967.638,665.713
2022-07-21,8,1907.025,1941.563
2022-07-21,9,1045.025,3473.238
2022-07-21,10,722.725,4782.888
2022-07-21,11,659.900,5686.288
2022-07-21,12,759.463,6333.788
2022-07-21,13,988.563,6553.038
2022-07-21,14,1152.825,6474.738
2022-07-21,15,1243.175,6061.513
2022-07-21,16,1216.200,5319.150
2022-07-21,17,1446.100,4214.663
2022-07-21,18,1400.838,2910.925
2022-07-21,19,1269.763,1507.588
2022-07-21,20,1163.863,558.888
2022-07-21,21,1368.013,155.200
2022-07-21,22,1476.488,8.125
2022-07-21,23,1627.500,0.000
2022-07-21,24,1536.150,0.000
2022-07-22,1,1318.225,0.000
2022-07-22,2,983.438,0.000
2022-07-22,3,1024.475,0.000
2022-07-22,4,1215.625,0.000
2022-07-22,5,1126.850,7.288
2022-07-22,6,1083.775,150.900
2022-07-22,7,1107.438,623.275
2022-07-22,8,693.450,1593.488
2022-07-22,9,403.550,2837.688
2022-07-22,10,373.513,3884.375
2022-07-22,11,332.725,5058.238
2022-07-22,12,374.163,5494.663
2022-07-22,13,505.625,5677.513
2022-07-22,14,628.600,5464.738
2022-07-22,15,688.500,5209.400
2022-07-22,16,679.350,4640.838
2022-07-22,17,758.200,3788.438
2022-07-22,18,740.588,2736.950
2022-07-22,19,621.100,1535.363
2022-07-22,20,615.463,548.088
2022-07-22,21,610.988,165.425
2022-07-22,22,648.563,9.288
2022-07-22,23,767.525,0.000
2022-07-22,24,679.050,0.000
2022-07-23,1,583.925,0.000
2022-07-23,2,524.838,0.000
2022-07-23,3,407.213,0.000
2022-07-23,4,331.363,0.000
2022-07-23,5,293.163,8.375
2022-07-23,6,289.913,143.113
2022-07-23,7,259.963,638.263
2022-07-23,8,175.925,1691.325
2022-07-23,9,130.713,2930.613
2022-07-23,10,181.063,3917.013
2022-07-23,11,259.450,4360.763
2022-07-23,12,317.375,4507.300
2022-07-23,13,493.638,4329.963
2022-07-23,14,758.113,3987.125
2022-07-23,15,967.038,3913.775
2022-07-23,16,1052.650,3404.525
2022-07-23,17,1280.325,2609.100
2022-07-23,18,1235.338,1600.813
2022-07-23,19,1270.213,1038.813
2022-07-23,20,1100.125,412.413
2022-07-23,21,1127.838,124.863
2022-07-23,22,1399.388,7.925
2022-07-23,23,1771.913,0.000
2022-07-23,24,1838.738,0.000
2022-07-24,1,1899.575,0.000
2022-07-24,2,1925.238,0.000
2022-07-24,3,1895.988,0.000
2022-07-24,4,1845.700,0.000
2022-07-24,5,1898.625,5.850
2022-07-24,6,1908.600,100.938
2022-07-24,7,1683.675,470.275
2022-07-24,8,1324.025,1492.775
2022-07-24,9,1311.450,2680.938
2022-07-24,10,1471.525,3573.313
2022-07-24,11,1479.800,4002.400
2022-07-24,12,1386.250,4626.025
2022-07-24,13,1341.825,5165.475
2022-07-24,14,1408.863,5396.388
2022-07-24,15,1368.663,5345.763
2022-07-24,16,1161.900,5072.013
2022-07-24,17,900.113,4229.588
2022-07-24,18,743.538,3103.638
2022-07-24,19,533.488,1659.450
2022-07-24,20,333.163,587.088
2022-07-24,21,285.638,175.238
2022-07-24,22,377.813,7.550
2022-07-24,23,424.263,0.000
2022-07-24,24,546.588,0.000
2022-07-25,1,795.838,0.000
2022-07-25,2,1150.275,0.000
2022-07-25,3,1381.213,0.000
2022-07-25,4,1659.075,0.000
2022-07-25,5,1851.113,3.875
2022-07-25,6,1887.663,115.113
2022-07-25,7,1728.475,591.250
2022-07-25,8,1158.213,1928.475
2022-07-25,9,637.988,3498.375
2022-07-25,10,674.013,4745.513
2022-07-25,11,1062.688,5646.113
2022-07-25,12,1308.538,6380.700
2022-07-25,13,1331.800,6617.825
2022-07-25,14,1316.063,6525.750
2022-07-25,15,1312.113,6236.013
2022-07-25,16,1309.863,5669.400
2022-07-25,17,1270.963,4632.638
2022-07-25,18,1256.900,3237.738
2022-07-25,19,1440.438,1671.550
2022-07-25,20,1848.500,531.488
2022-07-25,21,2784.963,130.450
2022-07-25,22,3531.850,2.488
2022-07-25,23,3671.350,0.000
2022-07-25,24,3465.325,0.000
2022-07-26,1,3602.425,0.000
2022-07-26,2,4098.663,0.000
2022-07-26,3,3814.963,0.000
2022-07-26,4,3315.050,0.000
2022-07-26,5,3044.338,3.713
2022-07-26,6,2936.225,109.213
2022-07-26,7,2294.400,496.313
2022-07-26,8,1770.388,1234.100
2022-07-26,9,1500.288,2161.988
2022-07-26,10,1632.163,2893.788
2022-07-26,11,1696.675,3095.688
2022-07-26,12,1704.075,3221.263
2022-07-26,13,1823.075,3064.975
