Data,Godzina,Generacja źródeł wiatrowych,Generacja źródeł fotowoltaicznych
2022-04-04,1,4123.413,0.000
2022-04-04,2,4292.675,0.000
2022-04-04,3,4391.250,0.000
2022-04-04,4,4569.038,0.000
2022-04-04,5,4801.200,0.000
2022-04-04,6,4877.450,0.025
2022-04-04,7,4993.725,41.325
2022-04-04,8,5110.250,327.738
2022-04-04,9,5243.625,1134.375
2022-04-04,10,5674.150,2405.900
2022-04-04,11,6145.213,3504.600
2022-04-04,12,6476.025,3810.913
2022-04-04,13,6690.900,3919.575
2022-04-04,14,6863.238,3678.800
2022-04-04,15,6893.525,3318.650
2022-04-04,16,7005.375,3020.088
2022-04-04,17,7029.763,2142.788
2022-04-04,18,6994.413,1456.763
2022-04-04,19,6884.088,647.275
2022-04-04,20,6975.950,88.500
2022-04-04,21,7071.200,0.238
2022-04-04,22,7123.075,0.000
2022-04-04,23,7123.100,0.000
2022-04-04,24,7149.550,0.000
2022-04-05,1,7185.175,0.000
2022-04-05,2,7126.263,0.000
2022-04-05,3,7067.238,0.000
2022-04-05,4,7042.088,0.000
2022-04-05,5,6969.425,0.000
2022-04-05,6,6927.975,0.000
2022-04-05,7,6901.113,27.488
2022-04-05,8,6751.600,170.313
2022-04-05,9,6539.138,612.063
2022-04-05,10,6329.250,1181.675
2022-04-05,11,6145.588,1655.338
2022-04-05,12,5952.500,2191.963
2022-04-05,13,5897.738,2518.775
2022-04-05,14,5870.225,2987.575
2022-04-05,15,5807.013,2638.950
2022-04-05,16,5579.188,2501.388
2022-04-05,17,5059.763,1780.075
2022-04-05,18,4208.138,1253.625
2022-04-05,19,3089.763,695.225
2022-04-05,20,2363.038,126.463
2022-04-05,21,1991.950,0.438
2022-04-05,22,2488.550,0.000
2022-04-05,23,2886.125,0.000
2022-04-05,24,3109.013,0.000
2022-04-06,1,3116.488,0.000
2022-04-06,2,3030.675,0.000
2022-04-06,3,2821.388,0.000
2022-04-06,4,2542.375,0.000
2022-04-06,5,2404.325,0.000
2022-04-06,6,2125.600,0.000
2022-04-06,7,2064.663,21.288
2022-04-06,8,2043.050,214.850
2022-04-06,9,2126.963,592.063
2022-04-06,10,2353.125,997.025
2022-04-06,11,2515.738,1485.650
2022-04-06,12,3064.175,1660.188
2022-04-06,13,3674.688,1864.038
2022-04-06,14,3998.450,1810.613
2022-04-06,15,4176.813,1639.775
2022-04-06,16,4436.550,1633.463
2022-04-06,17,4493.313,1382.075
2022-04-06,18,4552.250,1044.550
2022-04-06,19,4305.050,529.288
2022-04-06,20,4259.000,114.200
2022-04-06,21,4606.825,1.338
2022-04-06,22,4874.738,0.000
2022-04-06,23,4961.500,0.000
2022-04-06,24,4926.025,0.000
2022-04-07,1,4950.100,0.000
2022-04-07,2,4999.438,0.000
2022-04-07,3,5093.450,0.000
2022-04-07,4,5115.075,0.000
2022-04-07,5,5195.025,0.000
2022-04-07,6,5218.000,0.000
2022-04-07,7,5253.250,73.400
2022-04-07,8,5127.725,524.350
2022-04-07,9,4743.025,1240.363
2022-04-07,10,4784.613,2348.363
2022-04-07,11,5352.575,3003.100
2022-04-07,12,5957.388,3153.925
2022-04-07,13,6290.213,3492.288
2022-04-07,14,6607.725,3173.238
2022-04-07,15,6727.975,3050.350
2022-04-07,16,6817.613,2628.538
2022-04-07,17,6794.538,1997.075
2022-04-07,18,6607.700,1331.388
2022-04-07,19,6314.950,451.238
2022-04-07,20,5919.075,105.738
2022-04-07,21,5854.588,7.125
2022-04-07,22,6221.813,0.000
2022-04-07,23,6330.813,0.000
2022-04-07,24,6451.350,0.000
2022-04-08,1,6471.313,0.000
2022-04-08,2,6644.938,0.000
2022-04-08,3,6642.663,0.000
2022-04-08,4,6608.488,0.000
2022-04-08,5,6761.563,0.000
2022-04-08,6,6827.425,5.938
2022-04-08,7,6867.188,66.588
2022-04-08,8,6827.963,406.650
2022-04-08,9,6835.963,1039.288
2022-04-08,10,6868.738,1826.475
2022-04-08,11,6893.875,2557.125
2022-04-08,12,6718.038,2729.800
2022-04-08,13,6855.788,3406.550
2022-04-08,14,6706.963,3503.588
2022-04-08,15,6498.388,3493.813
2022-04-08,16,6063.313,2917.625
2022-04-08,17,5519.163,2152.475
2022-04-08,18,4850.363,1332.938
2022-04-08,19,4103.525,493.288
2022-04-08,20,3546.963,98.638
2022-04-08,21,3219.875,8.075
2022-04-08,22,3003.200,0.000
2022-04-08,23,2670.213,0.000
2022-04-08,24,2456.438,0.000
2022-04-09,1,2391.225,0.000
2022-04-09,2,2261.513,0.000
2022-04-09,3,2236.413,0.000
2022-04-09,4,2466.800,0.000
2022-04-09,5,2616.288,0.000
2022-04-09,6,2853.250,7.588
2022-04-09,7,3304.175,61.988
2022-04-09,8,3435.975,323.063
2022-04-09,9,3699.125,853.100
2022-04-09,10,4623.150,1571.750
2022-04-09,11,5512.100,2022.325
2022-04-09,12,5855.350,2441.463
2022-04-09,13,6044.150,2626.100
2022-04-09,14,6004.425,2577.825
2022-04-09,15,5853.050,2644.550
2022-04-09,16,5575.225,2544.275
2022-04-09,17,5306.038,1992.738
2022-04-09,18,4973.825,1552.713
2022-04-09,19,4754.425,820.463
2022-04-09,20,4510.750,189.738
2022-04-09,21,4510.750,8.200
2022-04-09,22,4869.475,0.000
2022-04-09,23,5030.950,0.000
2022-04-09,24,5276.963,0.000
2022-04-10,1,5488.738,0.000
2022-04-10,2,5547.925,0.000
2022-04-10,3,5529.588,0.000
2022-04-10,4,5370.725,0.000
2022-04-10,5,5276.988,0.000
2022-04-10,6,5108.775,9.338
2022-04-10,7,5094.063,98.938
2022-04-10,8,4927.550,510.838
2022-04-10,9,5029.138,1295.013
2022-04-10,10,5055.550,1847.263
2022-04-10,11,5233.638,2351.825
2022-04-10,12,5230.025,2327.738
2022-04-10,13,5020.150,2508.125
2022-04-10,14,4744.625,2757.750
2022-04-10,15,4826.150,2489.675
2022-04-10,16,4590.100,2721.463
2022-04-10,17,4516.963,2193.350
2022-04-10,18,3984.438,1481.300
2022-04-10,19,3301.588,758.875
2022-04-10,20,2834.963,188.950
2022-04-10,21,2682.188,8.963
2022-04-10,22,2854.725,0.000
2022-04-10,23,3054.363,0.000
2022-04-10,24,3140.088,0.000
2022-04-11,1,3143.375,0.000
2022-04-11,2,3306.050,0.000
2022-04-11,3,3127.700,0.000
2022-04-11,4,2846.838,0.000
2022-04-11,5,2496.075,0.000
2022-04-11,6,2314.763,13.463
2022-04-11,7,2052.013,111.000
2022-04-11,8,1597.463,626.013
2022-04-11,9,1259.150,1518.575
2022-04-11,10,1363.763,2387.300
2022-04-11,11,1618.763,2784.125
2022-04-11,12,1909.488,3002.775
2022-04-11,13,1941.638,3123.713
2022-04-11,14,1966.363,2823.513
2022-04-11,15,2010.838,2890.100
2022-04-11,16,1808.513,2932.788
2022-04-11,17,1712.988,2085.113
2022-04-11,18,1349.738,1554.250
2022-04-11,19,877.563,820.775
2022-04-11,20,493.050,190.050
2022-04-11,21,444.250,9.425
2022-04-11,22,435.575,0.000
2022-04-11,23,459.450,0.000
2022-04-11,24,438.388,0.000
2022-04-12,1,426.988,0.000
2022-04-12,2,419.775,0.000
2022-04-12,3,400.475,0.000
2022-04-12,4,356.888,0.000
2022-04-12,5,353.025,0.000
2022-04-12,6,330.013,9.225
2022-04-12,7,284.138,136.875
2022-04-12,8,234.863,928.725
2022-04-12,9,157.450,2215.825
2022-04-12,10,89.850,3387.525
2022-04-12,11,110.775,4350.550
2022-04-12,12,125.438,4909.750
2022-04-12,13,123.650,5161.138
2022-04-12,14,130.738,5201.513
2022-04-12,15,174.163,5138.500
2022-04-12,16,253.850,4562.350
2022-04-12,17,350.575,3584.763
2022-04-12,18,427.838,2365.013
2022-04-12,19,538.425,1207.213
2022-04-12,20,885.513,235.538
2022-04-12,21,1595.150,11.575
2022-04-12,22,2114.675,0.000
2022-04-12,23,2495.300,0.000
2022-04-12,24,2695.588,0.000
2022-04-13,1,3019.113,0.000
2022-04-13,2,2896.538,0.000
2022-04-13,3,2830.875,0.000
2022-04-13,4,2757.013,0.000
2022-04-13,5,2886.175,0.000
2022-04-13,6,2812.863,11.738
2022-04-13,7,2819.588,171.600
2022-04-13,8,2533.338,1043.413
2022-04-13,9,1614.113,2323.425
2022-04-13,10,1174.088,3454.875
2022-04-13,11,1503.988,4345.338
2022-04-13,12,1887.325,4894.313
2022-04-13,13,1885.875,5117.213
2022-04-13,14,1771.175,4859.463
2022-04-13,15,1530.663,4464.588
2022-04-13,16,1323.075,3791.813
2022-04-13,17,1245.975,2794.675
2022-04-13,18,1198.175,1810.225
2022-04-13,19,1242.838,951.713
2022-04-13,20,1671.113,243.775
2022-04-13,21,2583.213,11.563
2022-04-13,22,3435.700,0.000
2022-04-13,23,3967.050,0.000
2022-04-13,24,4070.938,0.000
2022-04-14,1,3976.988,0.000
2022-04-14,2,3884.163,0.000
2022-04-14,3,3680.338,0.000
2022-04-14,4,3492.000,0.000
2022-04-14,5,3303.013,0.000
2022-04-14,6,2962.800,10.988
2022-04-14,7,2502.475,147.325
2022-04-14,8,2034.225,776.400
2022-04-14,9,1224.325,1956.013
2022-04-14,10,549.063,2934.775
2022-04-14,11,362.950,3745.725
2022-04-14,12,370.563,4388.650
2022-04-14,13,426.650,4622.600
2022-04-14,14,488.525,4512.688
2022-04-14,15,484.463,4301.313
2022-04-14,16,515.400,3595.325
2022-04-14,17,512.075,2791.963
2022-04-14,18,508.450,1819.563
2022-04-14,19,811.300,862.450
2022-04-14,20,1166.263,182.813
2022-04-14,21,1325.563,11.613
2022-04-14,22,1485.750,0.000
2022-04-14,23,1476.650,0.000
2022-04-14,24,1435.663,0.000
2022-04-15,1,1261.400,0.000
2022-04-15,2,1237.875,0.000
2022-04-15,3,1206.838,0.000
2022-04-15,4,1086.975,0.000
2022-04-15,5,907.513,0.000
2022-04-15,6,794.800,9.238
2022-04-15,7,832.525,74.763
2022-04-15,8,784.988,294.838
2022-04-15,9,691.750,522.238
2022-04-15,10,834.438,996.288
2022-04-15,11,1177.013,1104.625
2022-04-15,12,1648.038,1237.088
2022-04-15,13,2279.038,1452.350
2022-04-15,14,2869.325,1915.563
2022-04-15,15,3506.600,1548.850
2022-04-15,16,3887.100,1562.463
2022-04-15,17,4363.575,915.013
2022-04-15,18,4596.038,581.975
2022-04-15,19,4669.688,261.900
2022-04-15,20,4501.288,77.700
2022-04-15,21,4548.638,8.688
2022-04-15,22,4674.313,0.000
2022-04-15,23,4618.850,0.000
2022-04-15,24,4567.925,0.000
2022-04-16,1,4524.713,0.000
2022-04-16,2,4301.888,0.000
2022-04-16,3,4132.550,0.000
2022-04-16,4,3863.225,0.000
2022-04-16,5,3802.738,0.000
2022-04-16,6,3730.838,11.000
2022-04-16,7,3490.088,129.163
2022-04-16,8,3044.388,686.125
2022-04-16,9,3161.875,1602.213
2022-04-16,10,3655.288,2284.250
2022-04-16,11,3760.613,3078.488
2022-04-16,12,3598.000,3361.175
2022-04-16,13,3491.575,3613.213
2022-04-16,14,3435.675,3626.675
2022-04-16,15,3547.438,3501.925
2022-04-16,16,3529.913,3371.763
2022-04-16,17,3491.663,2557.025
2022-04-16,18,3127.488,1743.475
2022-04-16,19,2665.525,878.638
2022-04-16,20,2025.463,284.950
2022-04-16,21,1809.075,19.150
2022-04-16,22,1829.825,0.000
2022-04-16,23,1854.400,0.000
2022-04-16,24,1782.350,0.000
2022-04-17,1,1623.238,0.000
2022-04-17,2,1644.225,0.000
2022-04-17,3,1483.700,0.000
2022-04-17,4,1219.338,0.000
2022-04-17,5,1036.850,0.000
2022-04-17,6,973.600,16.213
2022-04-17,7,896.175,193.925
2022-04-17,8,589.913,1040.575
2022-04-17,9,285.300,2268.438
2022-04-17,10,206.300,3479.563
2022-04-17,11,329.650,4367.800
2022-04-17,12,449.900,4363.863
2022-04-17,13,428.425,4594.463
2022-04-17,14,515.700,4582.950
2022-04-17,15,718.313,4216.375
2022-04-17,16,908.263,3848.863
2022-04-17,17,1106.850,2975.775
2022-04-17,18,1289.538,2039.313
2022-04-17,19,1132.213,994.888
2022-04-17,20,1030.588,304.413
2022-04-17,21,1192.225,18.688
2022-04-17,22,1320.775,0.000
2022-04-17,23,1353.838,0.000
2022-04-17,24,1332.013,0.000
2022-04-18,1,1229.275,0.000
2022-04-18,2,1052.388,0.000
2022-04-18,3,1045.713,0.000
2022-04-18,4,1105.038,0.000
2022-04-18,5,1092.750,0.000
2022-04-18,6,1103.963,16.525
2022-04-18,7,1034.813,219.113
2022-04-18,8,637.775,997.800
2022-04-18,9,224.950,2159.950
2022-04-18,10,331.125,3412.688
2022-04-18,11,688.325,4394.413
2022-04-18,12,935.288,4743.188
2022-04-18,13,949.363,4642.263
2022-04-18,14,1130.863,5022.563
2022-04-18,15,1454.138,4541.038
2022-04-18,16,1760.413,3936.338
2022-04-18,17,1968.925,2903.525
2022-04-18,18,2094.913,1844.663
2022-04-18,19,2040.100,992.638
2022-04-18,20,1963.825,254.975
2022-04-18,21,1878.725,22.200
2022-04-18,22,1787.763,0.000
2022-04-18,23,1759.188,0.000
2022-04-18,24,1829.138,0.000
2022-04-19,1,1785.713,0.000
2022-04-19,2,1673.700,0.000
2022-04-19,3,1670.388,0.000
2022-04-19,4,1572.350,0.000
2022-04-19,5,1708.150,0.000
2022-04-19,6,1952.175,13.438
2022-04-19,7,2127.750,130.263
2022-04-19,8,1888.813,561.175
2022-04-19,9,1644.413,1231.863
2022-04-19,10,1683.563,2022.663
2022-04-19,11,1730.138,2674.288
2022-04-19,12,1883.300,2718.013
2022-04-19,13,1905.000,2773.588
2022-04-19,14,1756.075,3023.025
2022-04-19,15,1568.063,2771.250
2022-04-19,16,1419.950,2936.850
2022-04-19,17,1396.363,2499.925
2022-04-19,18,1268.313,1793.700
2022-04-19,19,1258.738,988.738
2022-04-19,20,1139.613,285.525
2022-04-19,21,1075.988,21.650
2022-04-19,22,891.563,0.000
2022-04-19,23,803.163,0.000
2022-04-19,24,635.825,0.000
2022-04-20,1,679.525,0.000
2022-04-20,2,804.350,0.000
2022-04-20,3,1093.175,0.000
2022-04-20,4,1327.925,0.000
2022-04-20,5,1544.400,0.000
2022-04-20,6,1753.700,17.150
2022-04-20,7,2076.638,80.925
2022-04-20,8,2097.938,358.375
2022-04-20,9,1871.300,819.025
2022-04-20,10,1792.975,1053.563
2022-04-20,11,2102.813,1291.575
2022-04-20,12,2365.950,1462.450
2022-04-20,13,2513.138,1549.313
2022-04-20,14,2548.250,1487.663
2022-04-20,15,2395.488,1290.750
2022-04-20,16,2239.988,1024.875
2022-04-20,17,2099.938,883.688
2022-04-20,18,1902.925,505.325
2022-04-20,19,1663.200,251.488
2022-04-20,20,1424.825,81.100
2022-04-20,21,1273.963,10.038
2022-04-20,22,1001.700,0.000
2022-04-20,23,892.913,0.000
2022-04-20,24,929.125,0.000
2022-04-21,1,956.463,0.000
2022-04-21,2,914.513,0.000
2022-04-21,3,796.213,0.000
2022-04-21,4,736.063,0.000
2022-04-21,5,761.025,0.000
2022-04-21,6,744.175,13.738
2022-04-21,7,820.450,83.838
2022-04-21,8,717.225,470.750
2022-04-21,9,618.975,953.725
2022-04-21,10,570.150,1278.700
2022-04-21,11,689.113,1736.200
2022-04-21,12,906.650,2374.850
2022-04-21,13,1085.913,2915.413
2022-04-21,14,1315.000,2871.050
2022-04-21,15,1502.925,2370.725
2022-04-21,16,1737.850,2084.513
2022-04-21,17,1705.113,1722.100
2022-04-21,18,1571.588,1100.750
2022-04-21,19,1351.600,640.225
2022-04-21,20,1165.075,185.100
2022-04-21,21,1206.350,14.425
2022-04-21,22,1088.038,0.000
2022-04-21,23,1071.363,0.000
2022-04-21,24,954.938,0.000
2022-04-22,1,887.588,0.000
2022-04-22,2,878.863,0.000
2022-04-22,3,1035.888,0.000
2022-04-22,4,1335.200,0.000
2022-04-22,5,1466.225,0.000
2022-04-22,6,1825.375,14.700
2022-04-22,7,2013.825,128.988
2022-04-22,8,2146.313,613.400
2022-04-22,9,2080.688,1301.275
2022-04-22,10,2171.488,1978.575
2022-04-22,11,2514.838,2395.600
2022-04-22,12,2642.638,2821.613
2022-04-22,13,2689.050,2826.113
2022-04-22,14,2740.238,3107.838
2022-04-22,15,2831.613,2747.688
2022-04-22,16,2823.363,2588.713
2022-04-22,17,2896.125,2281.213
2022-04-22,18,2832.313,1604.813
2022-04-22,19,2554.438,898.475
2022-04-22,20,2247.163,498.438
2022-04-22,21,2212.788,173.788
2022-04-22,22,2194.250,0.000
2022-04-22,23,2152.250,0.000
2022-04-22,24,1858.863,0.000
2022-04-23,1,1658.275,0.000
2022-04-23,2,1507.775,0.000
2022-04-23,3,1421.288,0.000
2022-04-23,4,1426.675,0.000
2022-04-23,5,1387.363,0.000
2022-04-23,6,1438.363,226.963
2022-04-23,7,1294.888,432.813
2022-04-23,8,819.525,1087.813
2022-04-23,9,438.625,2192.438
2022-04-23,10,493.525,3162.800
2022-04-23,11,924.938,3787.388
2022-04-23,12,1440.763,4044.663
2022-04-23,13,1652.188,4077.138
2022-04-23,14,1637.038,3675.175
2022-04-23,15,1646.863,3815.000
2022-04-23,16,1936.700,3140.613
2022-04-23,17,1861.413,2524.063
2022-04-23,18,1767.313,1773.525
2022-04-23,19,1641.163,1235.725
2022-04-23,20,1468.200,568.225
2022-04-23,21,1491.500,175.213
2022-04-23,22,1415.600,0.000
2022-04-23,23,1326.750,0.000
2022-04-23,24,1365.775,0.000
2022-04-24,1,1417.975,0.000
2022-04-24,2,1401.538,0.000
2022-04-24,3,1344.588,0.000
2022-04-24,4,1258.650,0.000
2022-04-24,5,1227.550,0.000
2022-04-24,6,1180.788,230.575
2022-04-24,7,1085.150,446.425
2022-04-24,8,885.325,1108.588
2022-04-24,9,518.375,1997.063
2022-04-24,10,523.463,2861.938
2022-04-24,11,858.375,3229.825
2022-04-24,12,1211.438,3381.313
2022-04-24,13,1728.538,3479.600
2022-04-24,14,2118.800,3593.575
2022-04-24,15,2510.125,3095.175
2022-04-24,16,3056.725,2604.750
2022-04-24,17,3506.188,1934.213
2022-04-24,18,3772.188,1265.400
2022-04-24,19,3716.725,653.050
2022-04-24,20,3463.438,389.738
2022-04-24,21,3565.788,161.150
2022-04-24,22,3483.825,0.000
2022-04-24,23,3194.850,0.000
2022-04-24,24,3053.463,0.000
2022-04-25,1,2587.800,0.000
2022-04-25,2,2271.163,0.000
2022-04-25,3,2198.500,0.000
2022-04-25,4,1939.500,0.000
2022-04-25,5,1755.613,0.000
2022-04-25,6,1563.413,163.375
2022-04-25,7,1409.525,375.200
2022-04-25,8,1215.175,704.063
2022-04-25,9,1040.063,1065.988
2022-04-25,10,964.463,1468.213
2022-04-25,11,944.625,1679.100
2022-04-25,12,970.675,1777.513
2022-04-25,13,1018.588,1722.000
2022-04-25,14,992.713,1562.613
2022-04-25,15,1019.013,1346.325
2022-04-25,16,1015.338,1187.938
2022-04-25,17,1026.513,971.688
2022-04-25,18,958.463,723.600
2022-04-25,19,866.088,353.975
2022-04-25,20,846.025,185.650
2022-04-25,21,838.738,61.963
2022-04-25,22,778.413,0.000
2022-04-25,23,715.725,0.000
2022-04-25,24,664.088,0.000
2022-04-26,1,628.013,0.000
2022-04-26,2,604.988,0.000
2022-04-26,3,612.338,0.000
2022-04-26,4,609.725,0.000
2022-04-26,5,589.138,0.000
2022-04-26,6,565.350,84.663
2022-04-26,7,487.313,199.975
2022-04-26,8,331.050,496.438
2022-04-26,9,212.613,1093.725
2022-04-26,10,152.013,1876.363
2022-04-26,11,131.925,2590.750
2022-04-26,12,184.588,3096.125
2022-04-26,13,259.125,3376.650
2022-04-26,14,323.688,3288.175
2022-04-26,15,360.888,3125.275
2022-04-26,16,374.800,2419.988
2022-04-26,17,354.863,1942.825
2022-04-26,18,304.088,1254.463
2022-04-26,19,334.000,675.125
2022-04-26,20,372.663,278.175
2022-04-26,21,388.950,28.688
2022-04-26,22,431.313,0.000
2022-04-26,23,453.638,0.000
2022-04-26,24,539.775,0.000
2022-04-27,1,469.963,0.000
2022-04-27,2,455.213,0.000
2022-04-27,3,444.450,0.000
2022-04-27,4,425.463,0.000
2022-04-27,5,460.838,0.000
2022-04-27,6,543.675,32.013
2022-04-27,7,548.500,269.638
2022-04-27,8,427.850,939.388
2022-04-27,9,240.688,1922.288
2022-04-27,10,217.213,2904.550
2022-04-27,11,197.313,3692.188
2022-04-27,12,233.813,4043.450
2022-04-27,13,336.888,3716.063
2022-04-27,14,445.800,3201.863
2022-04-27,15,586.688,3022.350
2022-04-27,16,762.050,3241.013
2022-04-27,17,916.775,2432.250
2022-04-27,18,1049.413,1309.738
2022-04-27,19,1045.288,937.025
2022-04-27,20,1127.775,347.538
2022-04-27,21,1192.000,22.575
2022-04-27,22,1162.863,0.000
2022-04-27,23,988.750,0.000
2022-04-27,24,948.538,0.000
2022-04-28,1,908.238,0.000
2022-04-28,2,744.488,0.000
2022-04-28,3,671.700,0.000
2022-04-28,4,722.613,0.000
2022-04-28,5,752.863,0.000
2022-04-28,6,811.388,31.913
2022-04-28,7,762.200,268.138
2022-04-28,8,528.575,1102.038
2022-04-28,9,287.300,2108.600
2022-04-28,10,205.188,3160.175
2022-04-28,11,220.413,4201.950
2022-04-28,12,321.000,4568.275
2022-04-28,13,405.350,4492.875
2022-04-28,14,426.950,4605.038
2022-04-28,15,404.275,4264.850
2022-04-28,16,446.175,3566.738
2022-04-28,17,497.263,2994.075
2022-04-28,18,489.388,2162.413
2022-04-28,19,462.425,1126.050
2022-04-28,20,458.113,414.125
2022-04-28,21,495.563,34.625
2022-04-28,22,425.225,0.000
2022-04-28,23,397.125,0.000
2022-04-28,24,394.688,0.000
2022-04-29,1,456.238,0.000
2022-04-29,2,477.725,0.000
2022-04-29,3,532.225,0.000
2022-04-29,4,604.138,0.000
2022-04-29,5,604.925,0.000
2022-04-29,6,577.125,39.200
2022-04-29,7,486.463,334.675
2022-04-29,8,322.600,1300.463
2022-04-29,9,99.263,2629.025
2022-04-29,10,103.488,3713.613
2022-04-29,11,138.338,4627.750
2022-04-29,12,198.125,4848.263
2022-04-29,13,257.000,4747.463
2022-04-29,14,300.913,4599.825
2022-04-29,15,394.000,4523.763
2022-04-29,16,418.288,4227.888
2022-04-29,17,381.738,3220.875
2022-04-29,18,382.975,2397.938
2022-04-29,19,351.688,1403.738
2022-04-29,20,370.213,479.563
2022-04-29,21,523.950,46.913
2022-04-29,22,758.613,0.000
2022-04-29,23,1000.488,0.000
2022-04-29,24,1301.750,0.000
2022-04-30,1,1331.513,0.000
2022-04-30,2,1305.150,0.000
2022-04-30,3,1227.563,0.000
2022-04-30,4,1078.050,0.000
2022-04-30,5,962.013,0.000
2022-04-30,6,945.513,49.975
2022-04-30,7,918.575,405.475
2022-04-30,8,711.375,1334.463
2022-04-30,9,393.613,2338.163
2022-04-30,10,296.113,3254.050
2022-04-30,11,221.975,3787.838
2022-04-30,12,186.900,4524.700
2022-04-30,13,203.563,4590.600
2022-04-30,14,189.475,4176.188
2022-04-30,15,190.638,4131.438
2022-04-30,16,220.825,3703.313
2022-04-30,17,251.200,2740.050
2022-04-30,18,227.438,2073.325
2022-04-30,19,205.888,1175.463
2022-04-30,20,297.175,383.300
2022-04-30,21,484.313,51.863
2022-04-30,22,711.863,0.000
2022-04-30,23,858.388,0.000
2022-04-30,24,936.700,0.000
2022-05-01,1,1082.450,0.000
2022-05-01,2,1182.575,0.000
2022-05-01,3,1127.325,0.000
2022-05-01,4,910.500,0.000
2022-05-01,5,729.763,5.688
2022-05-01,6,555.438,51.563
2022-05-01,7,492.088,380.025
2022-05-01,8,335.913,1232.150
2022-05-01,9,172.200,2348.638
2022-05-01,10,95.025,3555.775
2022-05-01,11,104.263,4343.313
2022-05-01,12,156.288,4635.825
2022-05-01,13,262.875,4753.675
2022-05-01,14,358.963,4594.938
2022-05-01,15,359.900,3768.450
2022-05-01,16,322.475,3700.663
2022-05-01,17,427.875,2589.288
2022-05-01,18,534.363,1852.038
2022-05-01,19,505.400,1087.025
2022-05-01,20,496.538,454.938
2022-05-01,21,741.563,69.900
2022-05-01,22,987.488,4.338
2022-05-01,23,1070.275,0.000
2022-05-01,24,1008.725,0.000
2022-05-02,1,945.625,0.000
2022-05-02,2,824.550,0.000
2022-05-02,3,673.288,0.000
2022-05-02,4,586.975,0.000
2022-05-02,5,451.388,7.175
2022-05-02,6,305.850,52.750
2022-05-02,7,250.700,377.313
2022-05-02,8,119.188,1274.663
2022-05-02,9,30.588,2458.075
2022-05-02,10,26.550,3771.925
2022-05-02,11,32.038,4679.375
2022-05-02,12,62.438,5251.875
2022-05-02,13,116.100,5329.438
2022-05-02,14,205.525,4874.888
2022-05-02,15,345.150,4559.775
2022-05-02,16,487.525,3883.900
2022-05-02,17,590.750,3071.263
2022-05-02,18,718.088,2076.213
2022-05-02,19,679.925,1104.800
2022-05-02,20,515.825,460.688
2022-05-02,21,513.100,76.500
2022-05-02,22,632.913,1.988
2022-05-02,23,888.275,0.000
2022-05-02,24,900.800,0.000
2022-05-03,1,978.188,0.000
2022-05-03,2,1276.138,0.000
2022-05-03,3,1370.000,0.000
2022-05-03,4,1465.138,0.000
2022-05-03,5,1670.550,9.788
2022-05-03,6,1678.875,63.800
2022-05-03,7,1555.313,399.938
2022-05-03,8,931.138,1273.550
2022-05-03,9,522.313,2489.913
2022-05-03,10,608.800,3303.775
2022-05-03,11,754.925,3974.325
2022-05-03,12,746.988,4536.663
2022-05-03,13,819.800,4549.675
2022-05-03,14,862.763,4017.950
2022-05-03,15,890.350,3639.850
2022-05-03,16,883.788,3627.713
2022-05-03,17,919.788,2717.713
2022-05-03,18,885.263,1951.250
2022-05-03,19,788.100,1070.575
2022-05-03,20,673.425,336.075
2022-05-03,21,779.500,63.613
2022-05-03,22,939.513,2.488
2022-05-03,23,882.863,0.000
2022-05-03,24,826.000,0.000
2022-05-04,1,915.138,0.000
2022-05-04,2,927.850,0.000
2022-05-04,3,987.063,0.000
2022-05-04,4,999.763,0.000
2022-05-04,5,1063.650,8.238
2022-05-04,6,1155.325,49.463
2022-05-04,7,1157.463,354.838
2022-05-04,8,720.000,1217.613
2022-05-04,9,369.388,2475.375
2022-05-04,10,313.563,3671.600
2022-05-04,11,368.038,4489.450
2022-05-04,12,306.413,4801.163
2022-05-04,13,254.413,4679.600
2022-05-04,14,218.463,4445.088
2022-05-04,15,218.788,4400.225
2022-05-04,16,211.525,3691.425
2022-05-04,17,224.575,2904.738
2022-05-04,18,235.388,2261.225
2022-05-04,19,324.438,1348.138
2022-05-04,20,521.300,569.463
2022-05-04,21,1038.538,163.463
2022-05-04,22,1905.025,4.800
2022-05-04,23,2561.788,0.000
2022-05-04,24,2905.375,0.000
2022-05-05,1,3117.213,0.000
2022-05-05,2,3003.013,0.000
2022-05-05,3,2692.000,0.000
2022-05-05,4,2428.250,0.000
2022-05-05,5,2180.000,53.913
2022-05-05,6,1932.588,130.800
2022-05-05,7,1690.588,403.225
2022-05-05,8,1079.450,1119.675
2022-05-05,9,563.313,2111.200
2022-05-05,10,310.900,3060.950
2022-05-05,11,247.763,3587.500
2022-05-05,12,313.988,4231.113
2022-05-05,13,436.075,4501.838
2022-05-05,14,348.538,4442.000
2022-05-05,15,269.788,3803.875
2022-05-05,16,395.725,3266.975
2022-05-05,17,523.675,2658.813
2022-05-05,18,623.113,1673.875
2022-05-05,19,819.850,753.400
2022-05-05,20,1165.650,283.163
2022-05-05,21,1138.463,56.813
2022-05-05,22,1244.113,2.175
2022-05-05,23,990.700,0.000
2022-05-05,24,834.850,0.000
2022-05-06,1,801.788,0.000
2022-05-06,2,831.463,0.000
2022-05-06,3,894.975,0.000
2022-05-06,4,868.350,0.000
2022-05-06,5,908.200,9.025
2022-05-06,6,793.050,56.950
